run,xign,yign,fuel,slp,asp,ws,wd,m1,m10,m100,cc,ch,cbh,cbd,lhc,lwc
2676,1560.1,-115.3,147,8,212,8.3,257.0,8.9,18.6,16.7,95,3,1,10,41.6,99.6
2677,-971.0,-1023.2,164,25,87,19.0,46.7,11.4,18.9,21.1,100,0,0,11,68.5,47.1
2678,1305.5,-348.7,162,23,278,1.8,148.7,30.8,28.1,30.6,8,4,2,4,42.0,62.6
2679,123.3,471.6,183,13,296,9.0,198.4,18.6,8.9,11.6,42,0,0,11,90.0,88.1
2680,-61.6,1369.3,202,33,282,30.7,342.2,33.2,3.6,21.4,46,0,0,6,76.2,45.4
2681,-1418.9,169.0,185,29,100,28.7,224.5,23.8,32.8,6.3,11,2,0,30,30.6,49.8
2682,-556.4,-754.7,185,0,281,17.6,149.7,25.7,8.5,35.0,40,1,0,8,43.7,90.5
2683,-649.7,379.8,202,29,322,5.3,162.0,3.7,17.7,16.2,79,2,1,8,54.7,83.5
2684,-1345.4,422.3,188,3,218,6.6,32.5,22.8,34.2,3.9,49,3,0,13,68.2,48.6
2685,1525.7,-1463.3,121,28,49,15.9,58.9,28.0,35.7,37.2,1,3,2,28,80.4,35.0
2686,-35.7,1705.6,123,15,111,30.1,296.5,7.2,30.7,38.5,47,2,1,5,48.3,76.9
2687,-1658.7,20.9,101,31,100,6.9,124.9,4.5,36.8,36.6,27,3,1,1,38.5,61.0
2688,-1517.0,1098.3,144,43,209,5.4,306.9,25.0,6.6,28.3,0,1,0,4,52.1,68.8
2689,1788.4,1805.0,107,7,99,25.9,238.1,26.1,5.8,12.8,22,3,2,6,52.4,95.4
2690,1381.6,1527.6,145,42,16,22.0,66.0,8.5,13.3,37.6,69,0,0,6,66.7,54.3
2691,1383.1,1171.8,144,3,321,16.3,34.4,17.5,26.2,38.3,19,1,0,13,61.7,49.4
2692,471.7,494.9,142,19,1,3.0,351.2,36.9,13.2,18.4,68,5,0,38,56.1,42.7
2693,-1065.5,168.6,102,0,187,13.9,78.9,39.1,4.5,7.5,40,3,2,11,87.9,31.9
2694,1000.3,-1205.0,102,34,333,5.6,73.4,31.6,39.7,38.2,75,0,0,4,64.0,74.0
2695,223.3,-644.1,183,35,300,19.3,323.7,23.6,36.9,39.6,43,3,2,21,98.2,38.5
2696,13.9,-697.4,143,17,161,1.3,170.5,18.2,8.3,19.4,31,5,2,34,54.1,91.7
2697,-1699.6,1883.6,124,6,53,10.1,348.5,33.9,26.1,31.8,90,2,0,27,81.1,77.9
2698,758.8,-1370.7,147,0,99,23.4,336.8,33.5,5.1,20.1,0,4,1,26,81.5,92.8
2699,1224.4,-1395.3,163,17,189,14.8,169.4,12.5,30.3,30.9,89,1,0,20,51.6,64.4
2700,528.0,-171.2,141,15,1,20.7,287.4,21.1,31.5,5.1,58,1,0,10,99.1,95.2
2701,-1583.6,276.3,142,4,61,14.7,284.4,5.4,10.3,18.3,23,1,0,36,82.3,59.3
2702,-371.6,-1850.6,203,41,178,19.7,68.7,32.7,17.5,28.7,47,1,0,18,53.3,31.1
2703,-1605.4,371.2,149,14,201,3.4,333.0,4.1,4.2,24.7,21,0,0,17,71.0,78.7
2704,1850.6,1526.4,256,39,168,25.0,357.7,17.1,17.1,28.5,0,1,0,17,63.2,55.2
2705,-334.5,-1509.3,186,42,12,7.8,201.4,3.8,7.2,24.0,29,5,2,26,42.4,62.8
2706,-1757.1,1052.3,107,30,127,17.6,301.3,10.7,23.4,13.4,19,2,1,0,74.2,34.8
2707,-1679.6,-479.0,122,16,29,26.6,275.8,38.3,19.2,14.5,94,5,2,20,41.4,83.6
2708,1328.9,-1857.7,123,42,244,26.9,69.9,26.3,2.9,25.1,33,0,0,22,90.1,64.2
2709,-1905.2,132.9,162,4,124,10.3,33.6,6.2,10.3,28.0,31,5,0,27,89.8,88.2
2710,275.5,-1753.0,144,45,266,27.4,145.0,7.1,9.1,6.9,89,0,0,34,42.7,34.3
2711,-594.5,677.9,189,38,256,0.4,0.5,29.3,20.7,11.8,69,5,0,28,31.9,43.8
2712,-1836.2,-178.8,144,23,11,8.3,140.8,25.1,9.4,35.8,99,1,0,40,74.7,63.9
2713,1795.0,1664.3,105,24,271,0.3,321.9,10.5,16.7,12.2,23,5,0,29,41.9,41.3
2714,1600.9,874.9,256,42,207,24.1,250.6,27.5,37.0,7.3,48,2,0,12,36.8,53.1
2715,-15.2,-748.5,161,33,217,12.8,17.9,12.3,9.2,34.9,5,0,0,35,88.0,40.4
2716,-1159.7,-15.3,165,27,192,31.0,326.3,12.9,26.5,7.4,16,3,2,3,34.6,47.9
2717,1236.9,1284.9,123,30,336,0.2,325.1,10.6,3.4,16.8,57,0,0,15,83.6,87.4
2718,-1756.3,-1919.6,185,10,103,27.5,38.9,20.3,3.4,17.6,51,1,0,24,53.3,79.3
2719,755.3,1483.5,102,18,193,30.5,14.9,11.4,38.6,8.1,81,3,1,21,40.8,60.0
2720,165.4,-717.2,202,10,196,5.2,54.4,14.7,25.3,39.4,41,4,2,17,83.5,44.2
2721,-1403.6,95.8,148,18,35,16.5,197.0,13.4,11.6,12.2,73,5,2,24,47.8,57.2
2722,491.4,-772.6,102,44,17,1.4,50.2,4.8,29.6,37.7,3,5,1,4,73.9,32.3
2723,-229.9,-1362.7,186,28,58,0.6,98.9,17.8,28.5,26.6,20,5,1,34,58.3,91.3
2724,852.2,1598.6,188,14,186,27.3,18.6,11.0,10.2,20.2,31,5,1,22,71.9,73.8
2725,-1198.1,815.6,201,9,175,0.6,227.5,25.8,24.1,3.4,2,5,0,34,41.5,95.6
2726,1171.7,1796.2,102,18,124,8.5,271.5,12.9,24.0,24.5,63,4,1,1,37.0,81.6
2727,-130.1,975.9,256,38,240,19.0,338.0,8.2,30.9,16.3,59,0,0,31,56.5,32.6
2728,1197.4,1374.1,202,45,317,7.8,202.4,14.8,22.9,21.4,84,4,2,37,37.1,36.1
2729,-1350.3,1653.9,142,36,190,13.4,302.0,32.7,10.1,35.3,62,0,0,21,54.1,48.8
2730,-1525.3,1917.0,162,45,91,21.7,80.7,22.6,10.6,26.7,35,0,0,26,73.6,66.8
2731,-642.1,-1419.6,187,35,108,17.4,295.0,15.1,11.6,33.4,67,2,1,23,87.7,32.0
2732,448.7,-1905.2,104,42,41,14.7,308.1,19.3,7.3,32.9,54,3,1,39,73.4,43.5
2733,-492.7,-428.3,162,8,133,27.9,170.1,22.6,30.5,20.9,83,0,0,11,79.7,42.3
2734,1597.1,-775.6,141,9,178,24.5,162.0,25.9,6.0,8.3,69,5,0,35,88.7,84.7
2735,-2.0,-1215.4,185,26,236,19.2,251.4,12.3,8.0,24.4,74,4,1,32,87.3,85.3
2736,-1266.4,521.4,162,17,2,0.2,46.5,8.8,24.7,8.3,27,5,0,24,50.7,32.1
2737,-1102.2,437.3,161,3,282,29.6,4.0,10.1,32.4,32.7,63,3,2,35,93.2,44.8
2738,719.7,759.6,101,36,41,18.8,195.2,24.6,20.5,23.3,81,5,0,23,78.6,82.0
2739,1079.3,1915.2,165,20,263,24.7,204.8,35.5,18.4,7.8,96,0,0,7,39.1,32.3
2740,-573.6,371.5,187,21,4,28.9,79.1,23.1,21.9,7.6,58,4,2,29,67.4,77.2
2741,1558.4,237.8,202,31,270,18.1,106.2,5.9,23.6,15.5,63,0,0,31,32.2,58.6
2742,-126.3,-332.6,183,15,230,28.9,123.0,33.9,25.6,11.7,82,5,1,32,52.6,77.4
2743,-1515.5,-714.4,105,32,111,21.8,192.9,14.9,37.3,5.3,22,2,1,3,67.5,58.1
2744,-1398.8,-376.1,106,42,281,20.2,28.1,22.3,33.0,9.9,15,3,0,7,50.8,39.5
2745,962.5,844.4,106,43,241,30.5,337.1,28.7,18.5,32.6,63,0,0,33,75.9,69.1
2746,736.4,563.5,256,20,281,5.7,350.2,24.0,33.0,13.8,79,4,1,17,80.9,53.7
2747,-1866.8,1538.3,108,21,322,18.0,238.5,7.8,11.0,7.2,48,1,0,19,81.2,80.1
2748,359.6,587.1,162,30,334,21.8,351.7,14.5,36.7,16.9,8,5,1,4,84.6,76.2
2749,587.3,1501.3,202,25,53,11.6,160.6,18.1,5.9,15.3,88,2,0,0,79.9,43.9
2750,1901.6,129.9,141,37,30,19.1,130.6,37.1,11.6,2.8,12,5,0,13,45.1,47.0
2751,1677.5,-1285.9,109,35,344,6.6,184.7,33.8,10.8,6.8,14,0,0,36,64.8,36.4
2752,8.6,1508.1,256,38,215,4.9,174.9,8.9,30.6,7.6,67,4,2,16,75.5,38.6
2753,-934.5,-1556.7,185,16,345,18.9,234.8,26.3,12.3,15.0,36,4,1,28,39.2,73.6
2754,-739.1,492.9,109,38,350,19.3,309.1,15.1,14.1,39.0,46,5,1,15,36.4,65.4
2755,1729.7,1558.0,165,10,235,17.3,271.9,22.5,34.5,4.9,2,2,1,29,37.0,54.4
2756,-616.4,-461.2,181,44,79,11.9,331.4,12.6,24.5,22.2,71,5,2,12,53.7,100.0
2757,-688.9,1154.1,141,13,122,7.6,232.8,39.8,16.3,7.5,11,0,0,23,46.0,73.6
2758,1072.8,-427.8,187,6,299,6.7,171.1,27.7,35.4,15.1,27,0,0,33,36.1,30.8
2759,-912.1,928.9,145,29,345,12.8,294.4,10.0,14.1,18.4,91,1,0,34,60.8,81.2
2760,1849.9,-1861.8,102,26,18,24.2,249.5,14.2,18.3,24.6,79,0,0,18,80.2,49.6
2761,-252.1,974.0,105,29,98,28.9,38.4,36.6,6.9,10.5,41,4,2,10,64.6,34.6
2762,817.7,-1315.2,101,2,275,13.1,72.9,37.5,30.0,7.6,96,5,2,20,73.5,83.7
2763,-1781.6,-151.6,203,37,39,21.7,201.4,8.2,3.1,8.3,95,0,0,24,94.8,99.8
2764,1850.5,769.6,149,22,249,19.0,112.4,15.6,18.5,15.6,7,1,0,30,45.4,96.9
2765,-534.5,-972.3,188,12,79,16.7,105.5,28.9,22.8,23.2,23,1,0,22,79.6,53.0
2766,997.3,1136.0,256,12,291,29.0,53.6,27.6,4.5,3.3,30,3,2,31,55.2,79.2
2767,494.5,-1131.3,149,35,307,6.4,274.9,18.1,25.7,27.1,62,2,0,3,79.5,96.3
2768,-807.9,586.2,256,20,158,1.1,180.7,5.9,4.5,18.8,77,3,1,28,85.1,32.5
2769,699.5,-1052.0,182,28,199,21.7,305.4,19.2,15.2,34.2,70,5,2,35,52.9,76.3
2770,-1848.1,-621.6,109,6,224,0.6,208.2,10.7,37.8,19.2,17,2,0,1,31.6,63.5
2771,-1726.0,918.6,184,44,12,10.0,89.2,22.2,2.0,20.5,13,0,0,4,83.7,75.8
2772,-1662.7,-825.3,201,44,67,12.5,280.0,9.0,13.7,8.5,12,2,0,37,59.2,78.3
2773,-990.6,0.5,162,22,333,23.8,351.7,12.9,23.1,33.7,87,3,2,22,96.6,50.6
2774,410.6,30.9,185,12,3,19.3,117.3,14.9,39.0,28.1,37,1,0,38,84.7,98.9
2775,-1800.6,-552.3,204,37,318,3.2,129.3,22.8,22.1,4.3,17,0,0,39,72.9,68.2
2776,-1407.6,724.7,204,31,289,2.7,287.8,37.9,12.7,27.6,91,2,1,21,63.1,40.5
2777,228.6,137.8,186,41,237,0.3,23.3,24.3,24.7,18.6,24,5,0,33,51.4,42.3
2778,-1113.0,51.5,143,8,295,1.8,349.6,28.4,29.3,17.1,15,2,1,3,41.5,61.5
2779,1110.5,-350.0,102,28,141,26.5,266.2,7.4,16.6,33.5,84,4,2,28,98.4,43.2
2780,-1531.6,-148.4,146,36,113,8.7,46.2,27.2,11.3,11.1,12,4,2,12,61.0,78.0
2781,297.7,-1775.9,184,35,88,30.6,9.7,16.5,37.0,9.0,18,3,1,20,72.5,68.4
2782,-426.7,-1313.4,163,18,39,10.8,269.2,36.5,36.2,19.1,91,2,1,9,70.4,51.8
2783,104.7,1666.3,202,36,304,4.4,84.3,38.7,15.0,20.7,89,3,1,36,92.8,79.3
2784,-436.0,-1032.9,202,4,335,17.6,78.9,33.5,8.4,32.5,21,4,0,2,73.6,49.4
2785,-1671.2,-196.7,103,26,11,15.1,169.4,8.4,10.1,37.3,81,0,0,5,68.5,59.1
2786,-1029.3,-131.8,148,43,336,21.5,43.9,10.5,18.4,5.5,10,5,1,34,88.8,88.9
2787,1467.7,-303.0,109,26,146,25.1,358.2,12.6,32.6,17.0,94,0,0,20,82.7,31.9
2788,36.3,-1418.8,102,5,145,12.6,281.6,25.8,25.1,17.2,73,4,2,10,65.6,42.3
2789,735.1,-719.9,103,45,194,14.5,302.6,28.0,29.4,18.1,90,2,1,3,46.5,91.7
2790,-633.1,478.9,109,9,139,21.8,35.3,39.8,20.9,32.7,92,3,0,12,70.0,96.5
2791,-1277.0,-1808.0,121,34,335,22.3,133.2,27.3,27.0,8.2,0,4,2,14,88.6,96.1
2792,1290.2,677.6,202,13,172,10.0,198.0,35.5,18.6,20.8,31,0,0,14,54.2,36.9
2793,878.0,139.5,184,38,180,12.3,136.9,29.6,9.9,6.8,28,1,0,20,70.3,52.9
2794,1483.9,-172.2,124,1,155,7.0,231.3,7.4,10.3,30.2,13,1,0,20,95.8,36.8
2795,-798.2,95.7,145,34,297,25.6,64.4,15.7,26.3,34.6,21,0,0,14,92.9,69.5
2796,1421.8,1487.3,181,30,54,21.7,18.9,17.3,21.4,12.8,13,2,1,4,72.2,93.9
2797,42.2,1342.9,189,23,330,30.6,203.0,15.4,35.5,37.9,69,4,0,2,96.3,37.1
2798,-423.4,-913.8,124,34,45,21.7,237.2,3.1,13.6,4.1,15,5,0,19,70.2,99.7
2799,-778.6,119.2,188,17,57,24.7,201.1,36.4,3.0,23.8,36,4,1,29,69.3,59.7
2800,-419.1,-798.3,165,37,325,16.4,238.3,10.1,34.6,17.7,49,4,1,0,83.7,49.2
2801,1178.0,736.8,141,18,9,30.5,118.4,10.5,13.8,21.4,84,5,2,35,64.7,34.6
2802,819.1,171.5,181,42,329,21.6,27.7,35.8,15.2,12.0,52,4,0,9,89.1,35.0
2803,-1176.2,-1245.4,104,12,63,5.3,56.5,5.5,17.8,8.5,52,2,1,17,38.4,37.7
2804,1900.3,1675.4,203,24,29,27.7,359.6,36.0,6.7,3.4,98,2,1,40,38.5,52.3
2805,-1451.0,-1287.5,163,7,89,22.5,160.3,17.2,19.2,24.9,7,0,0,3,81.2,80.2
2806,1655.0,-978.0,165,10,255,27.0,187.6,39.4,20.4,12.7,27,4,0,28,30.4,68.0
2807,502.7,273.3,143,8,328,27.0,191.8,27.5,9.7,20.7,29,0,0,40,69.9,41.7
2808,1118.8,1455.2,188,39,130,25.5,66.1,8.2,26.3,17.0,67,0,0,28,85.0,74.7
2809,-1273.4,-527.7,109,23,232,12.5,158.9,18.3,36.6,29.7,22,2,0,1,88.0,79.1
2810,-104.8,128.9,147,7,115,1.2,338.3,19.9,20.0,27.5,74,3,0,4,95.2,47.6
2811,-1058.0,243.8,183,23,78,7.1,256.8,12.7,38.6,28.3,54,3,2,13,35.2,87.9
2812,1559.2,-154.6,143,5,337,18.2,215.8,26.1,29.7,29.3,22,0,0,3,39.3,45.8
2813,104.7,-638.4,204,43,322,12.5,337.2,16.2,29.9,14.3,62,4,2,18,48.2,93.0
2814,1449.1,-1042.6,121,22,261,1.6,334.7,9.2,32.1,20.4,89,3,1,16,53.1,54.6
2815,-814.3,-152.3,165,4,143,6.2,303.7,21.2,17.4,14.3,36,3,1,36,83.4,48.8
2816,1139.4,-1819.2,101,5,240,4.7,127.5,37.7,19.6,13.0,53,4,1,38,77.1,48.6
2817,-523.6,1433.4,145,18,247,7.3,231.7,35.9,27.0,14.1,86,4,2,36,48.1,77.7
2818,-1560.4,-269.3,144,0,157,4.4,218.8,11.7,14.2,38.1,84,1,0,6,67.3,88.2
2819,-1412.2,1064.8,161,32,217,16.0,229.0,33.2,9.7,36.6,24,4,1,21,39.5,65.6
2820,529.3,-692.1,164,21,60,2.9,312.2,8.9,18.4,38.8,42,0,0,26,51.7,40.8
2821,1810.6,-1324.2,142,9,346,8.6,247.8,19.6,28.9,22.8,9,0,0,28,81.7,39.1
2822,-1492.1,-1046.5,161,22,177,24.8,339.5,12.0,29.0,15.5,95,4,1,27,57.9,96.9
2823,1045.5,1428.8,144,42,28,8.7,60.3,33.9,18.9,33.6,71,4,1,23,84.6,35.6
2824,-73.5,-20.8,121,25,356,5.2,111.1,12.1,20.9,33.5,68,4,2,22,56.0,86.8
2825,1271.1,798.5,188,32,59,11.5,283.6,7.4,5.8,29.7,99,2,0,14,65.8,33.8
2826,-1428.0,39.9,163,12,323,11.1,183.0,20.2,29.2,28.1,19,5,0,15,68.0,61.5
2827,-1872.0,-1123.8,183,37,18,8.4,111.7,5.7,38.0,37.1,41,3,2,39,55.7,54.8
2828,1522.5,448.5,149,21,106,26.6,294.3,14.4,34.1,27.5,38,1,0,10,87.7,37.9
2829,-349.6,1384.2,143,9,250,27.4,142.6,8.6,18.0,39.5,87,4,2,11,95.5,52.7
2830,-43.2,-114.7,144,22,208,1.4,118.5,16.6,30.1,22.9,11,1,0,37,96.0,64.5
2831,-620.6,-466.6,164,35,117,25.7,213.9,13.5,12.9,22.5,10,3,0,31,32.5,69.0
2832,-1849.8,950.8,142,25,111,10.4,318.3,9.9,37.0,15.4,98,1,0,3,94.9,90.3
2833,-1620.4,1739.7,124,23,243,27.3,315.4,13.9,13.3,25.8,57,1,0,14,81.9,41.0
2834,-1150.2,1337.3,146,30,113,11.5,187.3,21.2,38.6,33.9,66,0,0,14,48.7,58.6
2835,-314.2,648.7,183,11,12,8.4,140.5,10.1,28.6,29.3,73,1,0,39,94.0,32.4
2836,-631.8,-738.1,164,36,138,19.7,152.1,26.7,30.3,32.3,51,0,0,38,66.0,73.3
2837,-69.5,318.6,108,11,197,1.6,178.7,2.2,30.4,5.0,66,1,0,17,52.5,66.6
2838,1412.1,-1333.1,148,39,95,18.0,297.6,9.2,31.4,21.1,86,3,2,40,91.6,38.0
2839,11.3,82.6,144,3,196,28.3,246.2,25.7,16.5,27.4,51,1,0,17,66.9,40.8
2840,1543.7,1043.0,122,24,29,26.4,134.4,10.0,7.7,14.5,68,3,0,7,40.6,46.9
2841,-414.7,-938.3,146,0,45,12.2,206.4,8.8,17.5,9.7,6,3,2,3,76.0,54.4
2842,1637.1,1777.8,183,15,69,20.7,316.2,14.1,33.3,3.5,48,3,1,10,72.5,49.9
2843,-848.1,-497.2,103,45,82,25.4,355.7,26.9,8.1,36.2,4,2,0,32,51.2,55.8
2844,347.3,802.6,201,22,237,7.1,50.6,2.9,12.1,27.2,86,3,0,18,82.5,38.4
2845,1163.9,1055.2,163,13,295,1.2,211.9,26.0,2.4,7.8,30,3,1,8,49.5,93.7
2846,-221.8,-888.3,203,18,105,17.4,10.7,7.8,16.0,31.6,92,1,0,8,94.7,67.0
2847,446.4,-486.2,101,36,212,2.4,213.7,28.3,15.4,25.8,2,0,0,19,58.8,34.9
2848,-375.1,1091.6,185,40,36,21.2,189.5,39.2,32.0,16.9,63,0,0,40,97.0,78.9
2849,-149.9,-656.2,124,35,77,29.3,199.9,30.5,39.1,6.9,37,1,0,32,81.3,45.1
2850,-348.7,707.0,203,5,12,16.3,236.6,18.5,24.3,21.1,13,3,1,26,90.4,32.8
2851,-1344.2,-177.6,183,2,1,25.4,29.3,16.3,32.1,11.7,91,2,0,38,53.9,54.4
2852,409.7,-1059.0,163,15,117,2.2,258.9,13.9,24.4,12.8,37,5,0,38,61.9,35.0
2853,-1335.2,1759.4,123,36,266,2.6,308.4,25.0,23.0,3.6,99,5,1,28,58.9,63.6
2854,-1320.4,234.1,149,18,185,17.1,349.7,28.6,7.6,10.5,51,0,0,7,98.5,31.0
2855,-1145.9,-1532.8,203,2,263,3.8,310.4,14.4,32.0,32.9,54,5,1,36,58.4,44.8
2856,-1707.4,-634.6,102,0,360,27.6,26.3,39.2,34.5,21.0,87,0,0,21,49.7,85.2
2857,342.6,-1385.4,186,2,18,16.8,99.3,4.7,5.6,27.9,46,5,1,24,51.6,94.4
2858,-1307.5,-1305.9,201,19,220,8.6,79.8,31.1,36.2,30.2,56,2,1,10,59.8,47.0
2859,-708.3,-1854.2,185,3,304,30.3,144.3,5.1,12.9,18.0,43,5,1,31,55.0,64.2
2860,-550.0,-720.9,202,32,74,16.8,235.7,27.7,28.6,8.7,0,4,1,17,89.3,46.1
2861,980.8,1584.6,109,40,192,27.6,44.9,24.4,16.3,28.8,50,5,2,13,97.2,38.9
2862,111.5,-598.4,141,39,139,10.2,124.9,7.8,29.0,39.9,89,5,1,28,48.0,70.4
2863,353.2,-1298.4,121,29,96,1.0,31.7,21.1,9.2,17.5,65,4,1,29,53.5,82.7
2864,361.6,-1834.9,163,40,192,13.5,298.6,31.5,8.8,27.3,27,3,0,35,46.6,40.5
2865,-7.8,-409.9,163,45,109,16.3,221.1,14.4,22.4,19.6,26,3,2,3,81.0,87.0
2866,-664.3,352.9,182,13,68,24.0,180.9,23.9,25.7,31.8,86,2,1,3,31.7,52.9
2867,1713.3,835.9,102,37,199,10.8,95.8,12.8,9.3,16.6,33,3,0,29,32.6,90.0
2868,423.9,-173.8,104,13,122,13.7,60.5,23.6,34.0,22.3,10,4,1,33,55.6,38.0
2869,1861.1,1396.5,142,21,58,20.7,272.6,3.4,7.0,17.2,52,3,0,28,79.6,42.5
2870,1067.2,255.1,182,30,208,5.3,12.8,9.1,8.6,31.7,21,0,0,21,48.5,58.2
2871,1586.6,-117.7,183,8,85,0.4,271.0,6.0,31.2,31.8,92,4,1,6,66.6,41.0
2872,1093.7,848.6,107,19,269,11.3,259.4,25.7,8.4,27.7,37,2,0,6,50.4,72.6
2873,1677.8,-1348.6,145,35,56,22.8,113.2,19.1,11.5,32.2,15,0,0,33,86.6,48.7
2874,416.1,13.9,104,38,296,28.6,294.5,38.2,18.4,8.2,71,2,1,14,34.4,37.8
2875,-339.5,1390.4,142,6,272,12.9,179.3,24.3,28.3,38.8,44,4,2,12,56.1,81.7
2876,-1157.6,-1739.2,109,43,295,8.9,121.6,38.5,24.2,36.2,38,5,2,0,84.0,85.3
2877,310.9,-348.4,188,13,196,15.6,26.7,32.4,29.1,15.7,87,1,0,28,45.0,81.5
2878,1340.8,-1504.5,103,15,158,0.7,212.8,35.0,2.5,35.5,36,0,0,17,73.1,53.5
2879,1437.3,1236.0,163,22,344,12.2,263.3,14.0,24.8,27.3,70,1,0,22,37.5,41.5
2880,-188.5,182.7,145,2,246,30.2,195.4,36.8,14.1,22.0,30,0,0,26,47.7,89.4
2881,1052.9,1446.1,106,0,70,2.5,25.1,37.5,12.8,37.0,4,3,2,9,42.7,59.9
2882,1767.6,107.1,189,29,187,5.4,311.8,12.4,10.8,29.0,91,4,1,16,30.1,99.0
2883,1890.6,-1179.7,256,24,0,9.2,55.0,35.2,7.6,9.0,37,5,1,17,78.9,87.1
2884,871.6,853.7,188,11,32,25.1,289.5,5.7,20.3,26.6,98,2,0,6,84.8,37.2
2885,-1258.3,-1428.7,165,10,346,19.4,16.8,29.7,37.2,5.3,16,4,0,24,92.5,55.0
2886,1017.6,-273.6,143,42,194,27.6,264.9,20.9,23.7,15.7,3,0,0,37,40.3,82.1
2887,172.3,223.7,122,42,188,9.6,275.9,20.0,35.6,12.0,84,0,0,26,40.2,98.6
2888,-679.5,-1452.2,143,11,84,9.1,155.5,2.7,33.4,14.0,39,5,0,3,97.4,52.5
2889,1147.5,-1533.9,106,37,49,12.8,134.3,9.3,22.7,29.2,12,2,0,6,94.8,39.5
2890,215.6,-496.2,188,8,215,14.5,23.7,36.8,36.9,27.4,93,2,0,32,62.2,92.3
2891,-1012.9,1527.7,203,38,21,14.9,278.5,25.4,13.9,26.2,69,2,0,14,60.5,80.2
2892,1822.4,-607.7,104,34,108,10.3,84.1,7.2,39.9,3.7,7,5,0,1,86.0,52.3
2893,-1381.9,952.9,201,33,357,13.4,33.6,29.3,25.6,22.5,4,1,0,23,83.6,76.1
2894,-13.3,-1717.7,104,26,182,27.9,37.3,39.1,38.7,29.5,81,3,0,17,37.8,59.1
2895,1624.6,835.6,108,31,166,23.7,196.7,16.5,36.0,32.3,2,2,0,19,71.8,32.9
2896,-540.9,-248.5,148,27,299,29.6,106.9,27.7,21.8,14.3,15,4,1,24,59.1,38.1
2897,475.7,1384.5,106,30,291,22.0,300.8,32.1,4.7,10.3,65,4,2,26,79.2,45.0
2898,85.3,-1126.8,142,28,339,5.5,53.2,3.4,30.5,27.7,96,3,0,34,76.8,57.5
2899,-315.2,1890.2,102,43,134,29.0,181.4,23.2,23.9,29.0,27,2,1,11,35.3,39.7
2900,-111.6,522.0,256,39,185,15.5,250.7,23.1,5.4,14.8,88,0,0,22,58.7,42.5
2901,585.8,1317.9,148,19,9,6.2,333.1,33.0,32.4,9.9,88,4,2,34,65.6,57.5
2902,-68.1,-761.5,101,25,360,27.5,41.6,2.8,13.1,34.7,9,4,0,31,99.4,88.8
2903,-1613.7,220.7,204,14,11,23.8,11.1,22.0,35.0,21.6,4,5,1,12,91.9,51.3
2904,505.0,-1393.4,102,12,334,3.1,191.3,30.0,30.0,13.3,30,1,0,1,77.4,73.5
2905,1198.2,-341.2,145,26,88,18.9,3.6,9.7,9.5,18.4,39,3,0,12,61.2,36.9
2906,-874.4,780.7,202,27,175,16.4,150.9,21.8,39.2,9.5,71,1,0,3,97.6,80.0
2907,-1549.3,-547.4,185,22,314,27.6,118.8,5.0,11.3,12.8,26,4,1,26,66.7,57.5
2908,89.2,147.7,182,21,29,1.0,60.0,20.2,22.0,12.1,47,1,0,11,45.3,42.5
2909,857.0,1476.0,121,34,345,28.7,152.0,30.5,9.5,13.1,9,1,0,10,75.5,69.4
2910,-82.0,-1771.7,188,41,300,12.4,101.2,34.7,33.9,10.8,71,4,0,26,43.2,91.2
2911,1428.1,108.1,103,3,291,27.6,50.1,35.6,21.4,14.4,69,2,0,1,50.8,67.0
2912,527.1,-1568.9,187,34,83,8.6,116.8,28.0,38.7,12.6,92,3,0,40,90.7,69.5
2913,-1211.3,1219.3,201,29,166,1.0,334.8,13.5,17.6,3.8,53,2,0,10,72.1,94.1
2914,714.7,-202.2,182,38,147,7.7,176.2,24.4,15.5,27.8,19,5,1,12,32.0,96.4
2915,1747.3,670.6,147,33,174,6.8,189.8,39.0,3.2,19.4,36,0,0,3,88.1,75.9
2916,-1203.9,704.0,162,23,123,10.4,147.9,24.8,25.5,40.0,73,4,2,18,99.2,65.7
2917,-1805.4,-721.1,107,7,233,6.8,184.0,28.7,23.0,16.8,38,0,0,38,69.4,62.2
2918,-687.4,1503.4,202,33,78,12.9,331.0,2.2,14.5,31.9,67,2,0,11,45.4,99.1
2919,644.0,1028.4,256,28,91,20.9,115.2,15.9,25.5,9.4,33,3,2,38,59.9,45.7
2920,488.2,1099.3,141,44,222,18.0,186.3,32.3,8.7,24.7,0,4,0,6,96.7,39.9
2921,1431.8,247.3,105,7,156,3.3,51.3,27.1,24.7,9.8,1,5,1,32,91.5,51.6
2922,1795.3,921.4,185,18,222,20.3,217.9,20.9,11.8,22.4,87,1,0,13,46.0,92.2
2923,-889.6,-600.5,122,9,94,13.1,69.5,3.2,25.8,10.7,74,3,0,18,96.2,78.8
2924,-4.3,476.4,201,28,138,10.7,95.0,7.8,12.5,14.9,72,1,0,30,70.0,89.9
2925,-1006.1,-1810.6,101,35,205,23.9,150.8,39.0,16.7,6.5,95,1,0,18,99.7,47.2
2926,1826.8,1261.8,162,6,142,15.6,130.4,8.4,34.3,8.2,53,3,0,26,57.4,38.0
2927,-1000.3,60.6,183,12,211,2.5,334.0,7.1,34.7,38.9,81,5,0,6,77.6,97.7
2928,-221.2,-843.9,124,33,17,5.6,88.0,23.1,6.4,38.3,67,3,2,1,93.3,52.3
